iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN
855	277	295	277	342	277	295	342
856	277	295	277	342	277	295	342
857	277	295	277	342	277	295	342
858	277	295	277	342	277	295	342
859	277	295	277	342	277	295	342
860	277	295	277	342	277	295	342
861	277	295	277	342	277	295	342
862	277	295	277	342	277	295	342
863	277	295	277	342	277	295	342
864	277	295	277	342	277	295	342
865	277	295	277	342	277	295	342
866	277	295	277	342	277	295	342
867	277	295	277	342	277	295	342
868	277	295	277	342	277	295	342
869	277	295	277	342	277	295	342
870	277	295	277	342	277	295	342
871	277	295	277	342	277	295	342
872	277	295	277	342	277	295	342
873	277	295	277	342	277	295	342
874	277	295	277	342	277	295	342
875	277	295	277	342	277	295	342
876	277	295	277	342	277	295	342
877	277	295	277	342	277	295	342
878	277	295	277	342	277	295	342
879	277	295	277	342	277	295	342
880	277	295	277	342	277	295	342
881	277	295	277	342	277	295	342
882	277	295	277	342	277	295	342
883	277	295	277	342	277	295	342
884	277	295	277	342	277	295	342
885	277	295	277	342	277	295	342
886	277	295	277	342	277	295	342
887	277	295	277	342	277	295	342
888	277	295	277	342	277	295	342
889	277	295	277	342	277	295	342
890	277	295	277	342	277	295	342
891	277	295	277	342	277	295	342
892	277	295	277	342	277	295	342
893	277	295	277	342	277	295	342
894	277	295	277	342	277	295	342
895	277	295	277	342	277	295	342
896	277	295	277	342	277	295	342
897	277	295	277	342	277	295	342
898	277	295	277	342	277	295	342
899	277	295	277	342	277	295	342
900	277	295	277	342	277	295	342
901	277	295	277	342	277	295	342
902	277	293	277	342	277	293	342
903	277	293	277	342	277	293	342
904	277	293	277	342	277	293	342
905	277	293	277	342	277	293	342
906	277	293	277	342	277	293	342
907	277	293	277	342	277	293	342
908	277	293	277	342	277	293	342
909	277	293	277	342	277	293	342
910	277	293	277	342	277	293	342
911	277	293	277	342	277	293	342
912	277	293	277	342	277	293	342
913	277	293	277	342	277	293	342
914	278	294	278	342	278	294	342
915	277	293	277	342	277	293	342
916	277	293	277	342	277	293	342
917	277	293	277	342	277	293	342
918	277	293	277	342	277	293	342
919	277	293	277	342	277	293	342
920	277	293	277	342	277	293	342
921	277	293	277	342	277	293	342
922	277	293	277	342	277	293	342
923	277	293	277	342	277	293	342
924	277	293	277	342	277	293	342
925	277	293	277	342	277	293	342
926	277	293	277	342	277	293	342
927	277	293	277	342	277	293	342
928	277	293	277	342	277	293	342
929	277	294	277	342	277	294	342
930	277	294	277	342	277	294	342
931	277	293	277	342	277	293	342
932	277	293	277	342	277	293	342
933	277	293	277	342	277	293	342
934	277	293	277	342	277	293	342
935	277	293	277	342	277	293	342
936	277	293	277	342	277	293	342
937	278	294	278	342	278	294	342
938	278	294	278	342	278	294	342
939	278	294	278	342	278	294	342
940	278	294	278	342	278	294	342
941	278	294	278	342	278	294	342
942	278	294	278	342	278	294	342
943	280	296	280	342	280	296	342
944	280	296	280	342	280	296	342
945	280	296	280	342	280	296	342
946	280	296	280	342	280	296	342
947	280	296	280	342	280	296	342
948	280	296	280	342	280	296	342
949	280	296	280	342	280	296	342
950	280	296	280	342	280	296	342
951	280	296	280	342	280	296	342
952	280	296	280	342	280	296	342
953	280	296	280	342	280	296	342
954	280	296	280	342	280	296	342
955	280	296	280	342	280	296	342
956	280	296	280	342	280	296	342
957	280	296	280	342	280	296	342
958	280	296	280	342	280	296	342
959	280	296	280	342	280	296	342
960	280	296	280	342	280	296	342
961	280	296	280	342	280	296	342
962	281	297	281	342	281	297	342
963	281	297	281	342	281	297	342
964	281	297	281	342	281	297	342
965	281	297	281	342	281	297	342
966	281	297	281	342	281	297	342
967	281	297	281	342	281	297	342
968	281	297	281	342	281	297	342
969	281	297	281	342	281	297	342
970	281	297	281	342	281	297	342
971	281	297	281	342	281	297	342
972	281	297	281	342	281	297	342
973	281	297	281	342	281	297	342
974	281	297	281	342	281	297	342
975	281	297	281	342	281	297	342
976	281	297	281	342	281	297	342
977	281	297	281	342	281	297	342
978	281	297	281	342	281	297	342
979	281	297	281	342	281	297	342
980	281	297	281	342	281	297	342
981	281	297	281	342	281	297	342
982	281	297	281	342	281	297	342
983	281	297	281	342	281	297	342
984	281	297	281	342	281	297	342
985	281	297	281	342	281	297	342
986	281	297	281	342	281	297	342
987	281	297	281	342	281	297	342
988	281	297	281	342	281	297	342
989	281	297	281	342	281	297	342
990	281	297	281	342	281	297	342
991	281	298	281	342	281	298	342
992	281	298	281	342	281	298	342
993	281	298	281	342	281	298	342
994	281	297	281	342	281	297	342
995	281	297	281	342	281	297	342
996	281	297	281	342	281	297	342
997	281	297	281	342	281	297	342
998	281	297	281	342	281	297	342
999	281	297	281	342	281	297	342
