iter	Logloss	Accuracy
766	0.2972320106	0.8922558923
767	0.2971009347	0.8922558923
768	0.2970609212	0.8922558923
769	0.2969481555	0.8922558923
770	0.2966707529	0.8933782267
771	0.2965074019	0.8945005612
772	0.2964905617	0.8945005612
773	0.2963388962	0.8945005612
774	0.2963337474	0.8945005612
775	0.2962317533	0.8945005612
776	0.2962317226	0.8945005612
777	0.296099475	0.8945005612
778	0.2956434823	0.8945005612
779	0.2953576894	0.8945005612
780	0.2949180416	0.8945005612
781	0.2948891215	0.8945005612
782	0.2947944148	0.8945005612
783	0.2946982277	0.8945005612
784	0.2944523551	0.8945005612
785	0.2942666782	0.8945005612
786	0.2940729024	0.8956228956
787	0.2938329509	0.8956228956
788	0.2935861399	0.8956228956
789	0.2933973805	0.8956228956
790	0.2932033084	0.8956228956
791	0.2930025241	0.8956228956
792	0.2929633024	0.8956228956
793	0.2927420505	0.8956228956
794	0.29265446	0.8956228956
795	0.2925874937	0.8967452301
796	0.2925665277	0.8967452301
797	0.2923616694	0.8956228956
798	0.2922317753	0.8956228956
799	0.292041962	0.8956228956
800	0.2918743104	0.8956228956
801	0.2918290558	0.8956228956
802	0.291763261	0.8956228956
803	0.2917284227	0.8956228956
804	0.2916880815	0.8956228956
805	0.2916479959	0.8956228956
806	0.2916111709	0.8956228956
807	0.2914233403	0.8967452301
808	0.2913365299	0.8967452301
809	0.2912668302	0.8967452301
810	0.2911512112	0.8967452301
811	0.2910181988	0.8967452301
812	0.2909267019	0.8967452301
813	0.2907490975	0.8978675645
814	0.2907155253	0.8978675645
815	0.290581801	0.8978675645
816	0.2904651465	0.8978675645
817	0.2903316382	0.8978675645
818	0.290252488	0.898989899
819	0.2901549288	0.898989899
820	0.2901374489	0.898989899
821	0.2900650256	0.898989899
822	0.2900635849	0.898989899
823	0.2897651395	0.898989899
824	0.2897538809	0.898989899
825	0.2896532377	0.898989899
826	0.2895752198	0.898989899
827	0.2892310869	0.898989899
828	0.2892169169	0.898989899
829	0.2890498189	0.898989899
830	0.2888953712	0.898989899
831	0.2888268587	0.898989899
832	0.2888137921	0.898989899
833	0.2885601518	0.898989899
834	0.2884620561	0.898989899
835	0.2883275343	0.898989899
836	0.2882337308	0.898989899
837	0.2880779167	0.898989899
838	0.2879626288	0.8978675645
839	0.2878890035	0.8978675645
840	0.2877555729	0.8978675645
841	0.2876652	0.8978675645
842	0.2874835716	0.8978675645
843	0.2874697172	0.8978675645
844	0.2871617355	0.8978675645
845	0.2870098117	0.8978675645
846	0.2868010609	0.8978675645
847	0.2866177337	0.8978675645
848	0.2862432562	0.8978675645
849	0.2859082912	0.898989899
850	0.2857737255	0.9001122334
851	0.2856850811	0.9001122334
852	0.2856484967	0.9001122334
853	0.2856093835	0.9001122334
854	0.2854974842	0.9001122334
855	0.2854166914	0.9001122334
856	0.2852820553	0.9001122334
857	0.2852333028	0.9001122334
858	0.2851209899	0.9001122334
859	0.2850189619	0.9001122334
860	0.2849148296	0.9001122334
861	0.2848380837	0.9001122334
862	0.2846464133	0.9001122334
863	0.2844956981	0.9001122334
864	0.2844095417	0.9001122334
865	0.284330479	0.9001122334
866	0.2841341669	0.9001122334
867	0.2841030565	0.9001122334
868	0.2839813758	0.9001122334
869	0.2838749242	0.9001122334
870	0.2838244532	0.9001122334
871	0.2837374354	0.9001122334
872	0.2837077488	0.9001122334
873	0.2836825056	0.9001122334
874	0.2836579891	0.9012345679
875	0.2836162802	0.9001122334
876	0.2833200085	0.9012345679
877	0.2832944652	0.9012345679
878	0.2829897928	0.9012345679
879	0.2829532073	0.9012345679
880	0.2828986531	0.9023569024
881	0.2828305508	0.9034792368
882	0.2827919621	0.9034792368
883	0.2827212538	0.9034792368
